family,ym,sales,onpromotion,days_in_month,onpromotion_per_day,ym_dt,year,month,lag_1,lag_12,ma_3,ma_6,ma_12
DAIRY,2015-02,1020747.0,1983,28,70.82142857142857,2015-02-01,2015,2,1134521.0,1007519.0,1128698.0,1142947.5,1125137.5833333333
DAIRY,2015-03,1234851.0,1681,31,54.225806451612904,2015-03-01,2015,3,1020747.0,1187829.0,1130039.6666666667,1156414.3333333333,1129056.0833333333
DAIRY,2015-04,1181180.0,1818,30,60.6,2015-04-01,2015,4,1234851.0,1098719.0,1145592.6666666667,1159026.8333333333,1135927.8333333333
DAIRY,2015-05,1293308.0,2599,31,83.83870967741936,2015-05-01,2015,5,1181180.0,1101502.0,1236446.3333333333,1182572.1666666667,1151911.6666666667
DAIRY,2015-06,1243588.0,6900,30,230.0,2015-06-01,2015,6,1293308.0,1091265.0,1239358.6666666667,1184699.1666666667,1164605.25
DAIRY,2015-07,1244815.0,12092,31,390.06451612903226,2015-07-01,2015,7,1243588.0,1088790.0,1260570.3333333333,1203081.5,1177607.3333333333
DAIRY,2015-08,1263428.0,10637,31,343.1290322580645,2015-08-01,2015,8,1244815.0,1075861.0,1250610.3333333333,1243528.3333333333,1193237.9166666667
DAIRY,2015-09,1224619.0,13352,30,445.06666666666666,2015-09-01,2015,9,1263428.0,1154050.0,1244287.3333333333,1241823.0,1199118.6666666667
DAIRY,2015-10,1314827.0,10848,31,349.93548387096774,2015-10-01,2015,10,1224619.0,1165505.0,1267624.6666666667,1264097.5,1211562.1666666667
DAIRY,2015-11,1283672.0,11550,30,385.0,2015-11-01,2015,11,1314827.0,1152036.0,1274372.6666666667,1262491.5,1222531.8333333333
DAIRY,2015-12,1394582.0,15569,31,502.2258064516129,2015-12-01,2015,12,1283672.0,1230826.0,1331027.0,1287657.1666666667,1236178.1666666667
DAIRY,2016-01,1354875.0,17029,31,549.3225806451613,2016-01-01,2016,1,1394582.0,1134521.0,1344376.3333333333,1306000.5,1254541.0
DAIRY,2016-02,1250980.0,10274,29,354.2758620689655,2016-02-01,2016,2,1354875.0,1020747.0,1333479.0,1303925.8333333333,1273727.0833333333
DAIRY,2016-03,1411860.0,19836,31,639.8709677419355,2016-03-01,2016,3,1250980.0,1234851.0,1339238.3333333333,1335132.6666666667,1288477.8333333333
DAIRY,2016-04,1427146.0,23999,30,799.9666666666667,2016-04-01,2016,4,1411860.0,1181180.0,1363328.6666666667,1353852.5,1308975.0
DAIRY,2016-05,1520885.0,23806,31,767.9354838709677,2016-05-01,2016,5,1427146.0,1293308.0,1453297.0,1393388.0,1327939.75
DAIRY,2016-06,1373631.0,20858,30,695.2666666666667,2016-06-01,2016,6,1520885.0,1243588.0,1440554.0,1389896.1666666667,1338776.6666666667
DAIRY,2016-07,1412688.0,28910,31,932.5806451612904,2016-07-01,2016,7,1373631.0,1244815.0,1435734.6666666667,1399531.6666666667,1352766.0833333333
DAIRY,2016-08,1330689.0,22682,31,731.6774193548387,2016-08-01,2016,8,1412688.0,1263428.0,1372336.0,1412816.5,1358371.1666666667
DAIRY,2016-09,1360984.0,18275,30,609.1666666666666,2016-09-01,2016,9,1330689.0,1224619.0,1368120.3333333333,1404337.1666666667,1369734.9166666667
DAIRY,2016-10,1434197.0,27654,31,892.0645161290323,2016-10-01,2016,10,1360984.0,1314827.0,1375290.0,1405512.3333333333,1379682.4166666667
DAIRY,2016-11,1472571.0,41484,30,1382.8,2016-11-01,2016,11,1434197.0,1283672.0,1422584.0,1397460.0,1395424.0
DAIRY,2016-12,1616687.0,40925,31,1320.1612903225807,2016-12-01,2016,12,1472571.0,1394582.0,1507818.3333333333,1437969.3333333333,1413932.75
DAIRY,2017-01,1572252.0,39849,31,1285.4516129032259,2017-01-01,2017,1,1616687.0,1354875.0,1553836.6666666667,1464563.3333333333,1432047.5
DAIRY,2017-02,1384714.0,32557,28,1162.75,2017-02-01,2017,2,1572252.0,1250980.0,1524551.0,1473567.5,1443192.0
DELI,2013-02,283769.43102,0,28,0.0,2013-02-01,2013,2,304217.242018,,293993.336519,293993.336519,293993.336519
DELI,2013-03,327257.452028,0,31,0.0,2013-03-01,2013,3,283769.43102,,305081.375022,305081.375022,305081.375022
DELI,2013-04,316163.708962,0,30,0.0,2013-04-01,2013,4,327257.452028,,309063.53067,307851.958507,307851.958507
DELI,2013-05,347293.365026,0,31,0.0,2013-05-01,2013,5,316163.708962,,330238.17533866665,315740.2398108,315740.2398108
DELI,2013-06,335910.17701,0,30,0.0,2013-06-01,2013,6,347293.365026,,333122.4169993333,319101.8960106667,319101.8960106667
DELI,2013-07,298614.00193,0,31,0.0,2013-07-01,2013,7,335910.17701,,327272.5146553333,318168.0226626667,316175.05399914284
DELI,2013-08,325416.424971,0,31,0.0,2013-08-01,2013,8,298614.00193,,319980.2013036667,325109.1883211667,317330.22537062503
DELI,2013-09,347099.01406,0,30,0.0,2013-09-01,2013,9,325416.424971,,323709.8136536667,328416.1153265,320637.8685583334
DELI,2013-10,346264.989962,0,31,0.0,2013-10-01,2013,10,347099.01406,,339593.47633100004,333432.9954931667,323200.58069870004
DELI,2013-11,337003.064948,0,30,0.0,2013-11-01,2013,11,346264.989962,,343455.68965666665,331717.9454801667,324455.35199409095
DELI,2013-12,388401.26798,0,31,0.0,2013-12-01,2013,12,337003.064948,,357223.10763,340466.4606418333,329784.17832625
DELI,2014-01,361683.965712,0,31,0.0,2014-01-01,2014,1,388401.26798,304217.242018,362362.7662133333,350978.12127216667,334573.0719674167
DELI,2014-02,329563.242532,0,28,0.0,2014-02-01,2014,2,361683.965712,283769.43102,359882.82540800003,351669.2575323333,338389.22292675
DELI,2014-03,380693.293516,0,31,0.0,2014-03-01,2014,3,329563.242532,327257.452028,357313.50058666663,357268.3041083333,342842.20971741667
DELI,2014-04,348646.547894,539,30,17.966666666666665,2014-04-01,2014,4,380693.293516,316163.708962,352967.69464733335,357665.23043033335,345549.11296175
DELI,2014-05,379033.81404,3288,31,106.06451612903226,2014-05-01,2014,5,348646.547894,347293.365026,369457.88515,364670.355279,348194.15037958336
DELI,2014-06,374419.096704,5499,30,183.3,2014-06-01,2014,6,379033.81404,335910.17701,367366.48621266667,362339.9933996667,351403.22702075
DELI,2014-07,375441.028308,9653,31,311.38709677419354,2014-07-01,2014,7,374419.096704,298614.00193,376297.9796840001,364632.8371656667,357805.4792189167
DELI,2014-08,398869.28309,10158,31,327.6774193548387,2014-08-01,2014,8,375441.028308,325416.424971,382909.80270066665,376183.84392533335,363926.5507288333
DELI,2014-09,389051.502884,8953,30,298.43333333333334,2014-09-01,2014,9,398869.28309,347099.01406,387787.27142733335,377576.87882,367422.5914641667
DELI,2014-10,394293.122998,11303,31,364.61290322580646,2014-10-01,2014,10,389051.502884,346264.989962,394071.30299066665,385184.6413373333,371424.9358838333
DELI,2014-11,432251.02703,10122,30,337.4,2014-11-01,2014,11,394293.122998,337003.064948,405198.55097066663,394054.1768356667,379362.26605733327
DELI,2014-12,476338.39706,9813,31,316.5483870967742,2014-12-01,2014,12,432251.02703,388401.26798,434294.18236266664,411040.726895,386690.3601473333
DELI,2015-01,474786.287988,12530,31,404.19354838709677,2015-01-01,2015,1,476338.39706,361683.965712,461125.2373593333,427598.270175,396115.5536703334
DELI,2015-02,439862.78801,10543,28,376.5357142857143,2015-02-01,2015,2,474786.287988,329563.242532,463662.4910193333,434430.52099499997,405307.1824601667
DELI,2015-03,504635.508104,10847,31,349.9032258064516,2015-03-01,2015,3,439862.78801,380693.293516,473094.8613673334,453694.521865,415635.70034250006
DELI,2015-04,480224.648004,11706,30,390.2,2015-04-01,2015,4,504635.508104,348646.547894,474907.64803933335,468016.44269933336,426600.5420183334
DELI,2015-05,525671.48905,12769,31,411.9032258064516,2015-05-01,2015,5,480224.648004,379033.81404,503510.5483859999,483586.51970266673,438820.34826916666
DELI,2015-06,492229.867984,10522,30,350.73333333333335,2015-06-01,2015,6,525671.48905,374419.096704,499375.33501266665,486235.09819,448637.9125425
DELI,2015-07,511151.27598,13435,31,433.38709677419354,2015-07-01,2015,7,492229.867984,375441.028308,509684.2110046667,492295.92952199996,459947.0998485
DELI,2015-08,525126.166004,11726,31,378.258064516129,2015-08-01,2015,8,511151.27598,398869.28309,509502.43665600003,506506.49252100004,470468.506758
DELI,2015-09,518201.89304,11773,30,392.43333333333334,2015-09-01,2015,9,525126.166004,389051.502884,518159.7783413334,508767.55667699996,481231.039271
DELI,2015-10,500247.62201,13354,31,430.7741935483871,2015-10-01,2015,10,518201.89304,394293.122998,514525.22701800003,512104.7190113333,490060.5808553333
DELI,2015-11,432527.620994,11100,30,370.0,2015-11-01,2015,11,500247.62201,432251.02703,483659.045348,496580.74100199994,490083.63035233336
DELI,2015-12,490186.060992,8144,31,262.7096774193548,2015-12-01,2015,12,432527.620994,476338.39706,474320.4346653333,496240.1065033334,491237.6023466667
DELI,2016-01,481682.521008,11014,31,355.2903225806452,2016-01-01,2016,1,490186.060992,474786.287988,468132.06766466674,491328.64734133333,491812.2884316666
DELI,2016-02,439429.477934,11997,29,413.6896551724138,2016-02-01,2016,2,481682.521008,439862.78801,470432.68664466665,477045.8659963333,491776.1792586667
DELI,2016-03,456444.94902,11303,31,364.61290322580646,2016-03-01,2016,3,439429.477934,504635.508104,459185.6493206667,466753.041993,487760.29933500005
DELI,2016-04,475840.183096,14791,30,493.03333333333336,2016-04-01,2016,4,456444.94902,480224.648004,457238.2033500001,462685.1355073333,487394.9272593334
DELI,2016-05,491731.432006,18650,31,601.6129032258065,2016-05-01,2016,5,475840.183096,525671.48905,474672.1880406667,472552.43734266673,484566.5891723333
DELI,2016-06,446243.38405,18482,30,616.0666666666667,2016-06-01,2016,6,491731.432006,492229.867984,471271.66638400004,465228.65785233333,480734.3821778334
DELI,2016-07,483486.869006,20778,31,670.258064516129,2016-07-01,2016,7,446243.38405,511151.27598,473820.56168733333,465529.38251866674,478429.01493
DELI,2016-08,456744.74002,18651,31,601.6451612903226,2016-08-01,2016,8,483486.869006,525126.166004,462158.3310253334,468415.259533,472730.5627646667
DELI,2016-09,451844.475966,18279,30,609.3,2016-09-01,2016,9,456744.74002,518201.89304,464025.361664,467648.514024,467200.77800850006
DELI,2016-10,478863.641948,15838,31,510.9032258064516,2016-10-01,2016,10,451844.475966,500247.62201,462484.28597799997,468152.42383266665,465418.77967
DELI,2016-11,503415.142948,24501,30,816.7,2016-11-01,2016,11,478863.641948,432527.620994,478041.0869540001,470099.7089896666,471326.0731661667
DELI,2016-12,565027.954086,27852,31,898.4516129032259,2016-12-01,2016,12,503415.142948,490186.060992,515768.9129940001,489897.137329,477562.8975906666
DELI,2017-01,515412.20295,21917,31,707.0,2017-01-01,2017,1,565027.954086,481682.521008,527951.7666613334,495218.0263196667,480373.7044191667
DELI,2017-02,472868.999906,21446,28,765.9285714285714,2017-02-01,2017,2,515412.20295,439429.477934,517769.7189806667,497905.4029673333,483160.3312501667
EGGS,2013-02,190424.0,0,28,0.0,2013-02-01,2013,2,203442.0,,196933.0,196933.0,196933.0
EGGS,2013-03,225027.0,0,31,0.0,2013-03-01,2013,3,190424.0,,206297.66666666666,206297.66666666666,206297.66666666666
EGGS,2013-04,208200.0,0,30,0.0,2013-04-01,2013,4,225027.0,,207883.66666666666,206773.25,206773.25
EGGS,2013-05,229575.0,0,31,0.0,2013-05-01,2013,5,208200.0,,220934.0,211333.6,211333.6
EGGS,2013-06,220594.0,0,30,0.0,2013-06-01,2013,6,229575.0,,219456.33333333334,212877.0,212877.0
EGGS,2013-07,209272.0,0,31,0.0,2013-07-01,2013,7,220594.0,,219813.66666666666,213848.66666666666,212362.0
EGGS,2013-08,216552.0,0,31,0.0,2013-08-01,2013,8,209272.0,,215472.66666666666,218203.33333333334,212885.75
EGGS,2013-09,236446.0,0,30,0.0,2013-09-01,2013,9,216552.0,,220756.66666666666,220106.5,215503.55555555556
EGGS,2013-10,236916.0,0,31,0.0,2013-10-01,2013,10,236446.0,,229971.33333333334,224892.5,217644.8
EGGS,2013-11,230636.0,0,30,0.0,2013-11-01,2013,11,236916.0,,234666.0,225069.33333333334,218825.81818181818
EGGS,2013-12,241805.0,0,31,0.0,2013-12-01,2013,12,230636.0,,236452.33333333334,228604.5,220740.75
EGGS,2014-01,252982.0,0,31,0.0,2014-01-01,2014,1,241805.0,203442.0,241807.66666666666,235889.5,224869.08333333334
EGGS,2014-02,230477.0,0,28,0.0,2014-02-01,2014,2,252982.0,190424.0,241754.66666666666,238210.33333333334,228206.83333333334
EGGS,2014-03,276353.0,0,31,0.0,2014-03-01,2014,3,230477.0,225027.0,253270.66666666666,244861.5,232484.0
EGGS,2014-04,261829.0,214,30,7.133333333333334,2014-04-01,2014,4,276353.0,208200.0,256219.66666666666,249013.66666666666,236953.08333333334
EGGS,2014-05,268064.0,1251,31,40.354838709677416,2014-05-01,2014,5,261829.0,229575.0,268748.6666666667,255251.66666666666,240160.5
EGGS,2014-06,263067.0,2103,30,70.1,2014-06-01,2014,6,268064.0,220594.0,264320.0,258795.33333333334,243699.91666666666
EGGS,2014-07,264617.0,3924,31,126.58064516129032,2014-07-01,2014,7,263067.0,209272.0,265249.3333333333,260734.5,248312.0
EGGS,2014-08,291326.0,4667,31,150.5483870967742,2014-08-01,2014,8,264617.0,216552.0,273003.3333333333,270876.0,254543.16666666666
EGGS,2014-09,302659.0,3692,30,123.06666666666666,2014-09-01,2014,9,291326.0,236446.0,286200.6666666667,275260.3333333333,260060.91666666666
EGGS,2014-10,311349.0,5145,31,165.96774193548387,2014-10-01,2014,10,302659.0,236916.0,301778.0,283513.6666666667,266263.6666666667
EGGS,2014-11,305548.0,4264,30,142.13333333333333,2014-11-01,2014,11,311349.0,230636.0,306518.6666666667,289761.0,272506.3333333333
EGGS,2014-12,304481.0,4058,31,130.90322580645162,2014-12-01,2014,12,305548.0,241805.0,307126.0,296663.3333333333,277729.3333333333
EGGS,2015-01,313143.0,5129,31,165.4516129032258,2015-01-01,2015,1,304481.0,252982.0,307724.0,304751.0,282742.75
EGGS,2015-02,283264.0,4240,28,151.42857142857142,2015-02-01,2015,2,313143.0,230477.0,300296.0,303407.3333333333,287141.6666666667
EGGS,2015-03,320340.0,4234,31,136.58064516129033,2015-03-01,2015,3,283264.0,276353.0,305582.3333333333,306354.1666666667,290807.25
EGGS,2015-04,292364.0,4534,30,151.13333333333333,2015-04-01,2015,4,320340.0,261829.0,298656.0,303190.0,293351.8333333333
EGGS,2015-05,314260.0,4954,31,159.80645161290323,2015-05-01,2015,5,292364.0,268064.0,308988.0,304642.0,297201.5
EGGS,2015-06,294412.0,5279,30,175.96666666666667,2015-06-01,2015,6,314260.0,263067.0,300345.3333333333,302963.8333333333,299813.5833333333
EGGS,2015-07,299069.0,5271,31,170.03225806451613,2015-07-01,2015,7,294412.0,264617.0,302580.3333333333,300618.1666666667,302684.5833333333
EGGS,2015-08,303087.0,4907,31,158.29032258064515,2015-08-01,2015,8,299069.0,291326.0,298856.0,303922.0,303664.6666666667
EGGS,2015-09,285324.0,4460,30,148.66666666666666,2015-09-01,2015,9,303087.0,302659.0,295826.6666666667,298086.0,302220.0833333333
EGGS,2015-10,289616.0,4999,31,161.25806451612902,2015-10-01,2015,10,285324.0,311349.0,292675.6666666667,297628.0,300409.0
EGGS,2015-11,279691.0,4568,30,152.26666666666668,2015-11-01,2015,11,289616.0,305548.0,284877.0,291866.5,298254.25
EGGS,2015-12,277802.0,3722,31,120.06451612903226,2015-12-01,2015,12,279691.0,304481.0,282369.6666666667,289098.1666666667,296031.0
EGGS,2016-01,284872.0,4307,31,138.93548387096774,2016-01-01,2016,1,277802.0,313143.0,280788.3333333333,286732.0,293675.0833333333
EGGS,2016-02,269977.0,4596,29,158.48275862068965,2016-02-01,2016,2,284872.0,283264.0,277550.3333333333,281213.6666666667,292567.8333333333
EGGS,2016-03,291765.0,4729,31,152.5483870967742,2016-03-01,2016,3,269977.0,320340.0,282204.6666666667,282287.1666666667,290186.5833333333
EGGS,2016-04,294315.0,5347,30,178.23333333333332,2016-04-01,2016,4,291765.0,292364.0,285352.3333333333,283070.3333333333,290349.1666666667
EGGS,2016-05,307394.0,6587,31,212.48387096774192,2016-05-01,2016,5,294315.0,314260.0,297824.6666666667,287687.5,289777.0
EGGS,2016-06,290942.0,4388,30,146.26666666666668,2016-06-01,2016,6,307394.0,294412.0,297550.3333333333,289877.5,289487.8333333333
EGGS,2016-07,304831.0,5169,31,166.74193548387098,2016-07-01,2016,7,290942.0,299069.0,301055.6666666667,293204.0,289968.0
EGGS,2016-08,289890.0,4532,31,146.19354838709677,2016-08-01,2016,8,304831.0,303087.0,295221.0,296522.8333333333,288868.25
EGGS,2016-09,290414.0,4793,30,159.76666666666668,2016-09-01,2016,9,289890.0,285324.0,295045.0,296297.6666666667,289292.4166666667
EGGS,2016-10,339491.0,7168,31,231.2258064516129,2016-10-01,2016,10,290414.0,289616.0,306598.3333333333,303827.0,293448.6666666667
EGGS,2016-11,334923.0,5697,30,189.9,2016-11-01,2016,11,339491.0,279691.0,321609.3333333333,308415.1666666667,298051.3333333333
EGGS,2016-12,338712.0,5318,31,171.5483870967742,2016-12-01,2016,12,334923.0,277802.0,337708.6666666667,316376.8333333333,303127.1666666667
EGGS,2017-01,315964.0,6274,31,202.38709677419354,2017-01-01,2017,1,338712.0,284872.0,329866.3333333333,318232.3333333333,305718.1666666667
EGGS,2017-02,281068.0,5068,28,181.0,2017-02-01,2017,2,315964.0,269977.0,311914.6666666667,316762.0,306642.4166666667
FROZEN FOODS,2013-02,98706.2020041,0,28,0.0,2013-02-01,2013,2,118057.1350672,,108381.66853565001,108381.66853565001,108381.66853565001
FROZEN FOODS,2013-03,135552.357953,0,31,0.0,2013-03-01,2013,3,98706.2020041,,117438.5650081,117438.5650081,117438.5650081
FROZEN FOODS,2013-04,145692.047052,0,30,0.0,2013-04-01,2013,4,135552.357953,,126650.20233636668,124501.935519075,124501.935519075
FROZEN FOODS,2013-05,150769.849963,0,31,0.0,2013-05-01,2013,5,145692.047052,,144004.751656,129755.51840786,129755.51840786
FROZEN FOODS,2013-06,170314.649025,0,30,0.0,2013-06-01,2013,6,150769.849963,,155592.18201333334,136515.3735107167,136515.3735107167
FROZEN FOODS,2013-07,163838.4289985,0,31,0.0,2013-07-01,2013,7,170314.649025,,161640.9759955,144145.5891659333,140418.66715182856
FROZEN FOODS,2013-08,163100.411023,0,31,0.0,2013-08-01,2013,8,163838.4289985,,165751.16301549997,154877.95733575,143253.885135725
FROZEN FOODS,2013-09,161142.041982,0,30,0.0,2013-09-01,2013,9,163100.411023,,162693.6273345,159142.90467391667,145241.45811864443
FROZEN FOODS,2013-10,161381.108939,0,31,0.0,2013-10-01,2013,10,161142.041982,,161874.52064799998,161757.74832175,146855.42320068
FROZEN FOODS,2013-11,173542.6359127,0,30,0.0,2013-11-01,2013,11,161381.108939,,165355.26227789998,165553.2126467,149281.53344722727
FROZEN FOODS,2013-12,844150.361475,0,31,0.0,2013-12-01,2013,12,173542.6359127,,393024.70210890006,277859.16472169996,207187.26911620834
FROZEN FOODS,2014-01,185148.746023,0,31,0.0,2014-01-01,2014,1,844150.361475,118057.1350672,400947.2478035667,281410.88422578335,212778.23669585833
FROZEN FOODS,2014-02,164225.935953,0,28,0.0,2014-02-01,2014,2,185148.746023,98706.2020041,397841.6811503333,281598.4717141167,218238.21452493334
FROZEN FOODS,2014-03,201682.213037,0,31,0.0,2014-03-01,2014,3,164225.935953,135552.357953,183685.631671,288355.16688995,223749.03578193334
FROZEN FOODS,2014-04,167466.028013,24,30,0.8,2014-04-01,2014,4,201682.213037,145692.047052,177791.39233433336,289369.32006895,225563.53419535002
FROZEN FOODS,2014-05,180817.965954,200,31,6.451612903225806,2014-05-01,2014,5,167466.028013,150769.849963,183322.06900133332,290581.87507583335,228067.54386126666
FROZEN FOODS,2014-06,175937.427012,432,30,14.4,2014-06-01,2014,6,180817.965954,170314.649025,174740.47365966666,179213.05266533335,228536.1086935167
FROZEN FOODS,2014-07,190003.149993,735,31,23.70967741935484,2014-07-01,2014,7,175937.427012,163838.4289985,182252.847653,180022.11999366668,230716.50210972503
FROZEN FOODS,2014-08,179060.996057,822,31,26.516129032258064,2014-08-01,2014,8,190003.149993,163100.411023,181667.19102066665,182494.630011,232046.55086255833
FROZEN FOODS,2014-09,176918.065977,642,30,21.4,2014-09-01,2014,9,179060.996057,161142.041982,181994.07067566668,178367.27216766667,233361.21952880835
FROZEN FOODS,2014-10,181085.456015,678,31,21.870967741935484,2014-10-01,2014,10,176918.065977,161381.108939,179021.50601633335,180637.17683466666,235003.24845180835
FROZEN FOODS,2014-11,195512.906076,973,30,32.43333333333333,2014-11-01,2014,11,181085.456015,173542.6359127,184505.47602266667,183086.33352166667,236834.10429875003
FROZEN FOODS,2014-12,867860.477072,3163,31,102.03225806451613,2014-12-01,2014,12,195512.906076,844150.361475,414819.6130543333,298406.841865,238809.94726516667
FROZEN FOODS,2015-01,215616.5710355,1588,31,51.225806451612904,2015-01-01,2015,1,867860.477072,185148.746023,426329.98472783336,302675.74537208333,241348.932682875
FROZEN FOODS,2015-02,187841.4619855,1050,28,37.5,2015-02-01,2015,2,215616.5710355,164225.935953,423772.8366976667,304139.1563601667,243316.89318558332
FROZEN FOODS,2015-03,198538.323037,535,31,17.258064516129032,2015-03-01,2015,3,187841.4619855,201682.213037,200665.45201933334,307742.5325368333,243054.90235225004
FROZEN FOODS,2015-04,203933.23096,2650,30,88.33333333333333,2015-04-01,2015,4,198538.323037,167466.028013,196771.00532749997,311550.4950276667,246093.83593116666
FROZEN FOODS,2015-05,221964.151003,2135,31,68.87096774193549,2015-05-01,2015,5,203933.23096,180817.965954,208145.23500000002,315959.03584883333,249522.68468525002
FROZEN FOODS,2015-06,209088.005026,2852,30,95.06666666666666,2015-06-01,2015,6,221964.151003,175937.427012,211661.795663,206163.62384116664,252285.23285308332
FROZEN FOODS,2015-07,213218.051001,1986,31,64.06451612903226,2015-07-01,2015,7,209088.005026,190003.149993,214756.7356766667,205763.87050208333,254219.8079370833
FROZEN FOODS,2015-08,211230.015015,3002,31,96.83870967741936,2015-08-01,2015,8,213218.051001,179060.996057,211178.69034733335,209661.96267366665,256900.55951691666
FROZEN FOODS,2015-09,201180.617978,2460,30,82.0,2015-09-01,2015,9,211230.015015,176918.065977,208542.8946646667,210102.34516383335,258922.43885033333
FROZEN FOODS,2015-10,217848.296939,2217,31,71.51612903225806,2015-10-01,2015,10,201180.617978,181085.456015,210086.30997733332,212421.522827,261986.0089273333
FROZEN FOODS,2015-11,228244.666025,2858,30,95.26666666666667,2015-11-01,2015,11,217848.296939,195512.906076,215757.86031400002,213468.27533066666,264713.65558975
FROZEN FOODS,2015-12,1236634.193202,3870,31,124.83870967741936,2015-12-01,2015,12,228244.666025,867860.477072,560909.0520553334,384725.97336,295444.79860058334
FROZEN FOODS,2016-01,243267.786982,4071,31,131.32258064516128,2016-01-01,2016,1,1236634.193202,215616.5710355,569382.215403,389734.26269016665,297749.066596125
FROZEN FOODS,2016-02,218880.030053,3190,29,110.0,2016-02-01,2016,2,243267.786982,187841.4619855,566260.6700790002,391009.26519649994,300335.6139350833
FROZEN FOODS,2016-03,215647.990991,1890,31,60.96774193548387,2016-03-01,2016,3,218880.030053,198538.323037,225931.93600866673,393420.49403199996,301761.4195979167
FROZEN FOODS,2016-04,212614.846006,3339,30,111.3,2016-04-01,2016,4,215647.990991,203933.23096,215714.28901666673,392548.2522098333,302484.8875184167
FROZEN FOODS,2016-05,226919.323943,5497,31,177.32258064516128,2016-05-01,2016,5,212614.846006,221964.151003,218394.05364666678,392327.3618628334,302897.81859675003
FROZEN FOODS,2016-06,205615.886953,6241,30,208.03333333333333,2016-06-01,2016,6,226919.323943,209088.005026,215050.0189673334,220490.97748799997,302608.475424
FROZEN FOODS,2016-07,215952.237985,5884,31,189.80645161290323,2016-07-01,2016,7,205615.886953,213218.051001,216162.48296033344,215938.38598849997,302836.3243393334
FROZEN FOODS,2016-08,196778.563997,1882,31,60.70967741935484,2016-08-01,2016,8,215952.237985,211230.015015,206115.56297833342,212254.80831249998,301632.0367545
FROZEN FOODS,2016-09,193123.510981,2845,30,94.83333333333333,2016-09-01,2016,9,196778.563997,201180.617978,201951.43765433342,208500.72831083334,300960.6111714167
FROZEN FOODS,2016-10,208731.980014,6645,31,214.3548387096774,2016-10-01,2016,10,193123.510981,217848.296939,199544.68499733342,207853.5839788333,300200.9180943333
FROZEN FOODS,2016-11,229684.324995,7215,30,240.5,2016-11-01,2016,11,208731.980014,228244.666025,210513.27199666676,208314.4174875,300320.8896751667
FROZEN FOODS,2016-12,1160601.887303,7588,31,244.7741935483871,2016-12-01,2016,12,229684.324995,1236634.193202,533006.0641040001,367478.75087916665,293984.86418358336
FROZEN FOODS,2017-01,226038.717031,4893,31,157.83870967741936,2017-01-01,2017,1,1160601.887303,243267.786982,538774.976443,369159.8307201667,292549.1083543334
FROZEN FOODS,2017-02,204147.453955,5156,28,184.14285714285714,2017-02-01,2017,2,226038.717031,218880.030053,530262.6860963334,370387.97904650006,291321.39367950003
GROCERY I,2013-02,3919400.0,0,28,0.0,2013-02-01,2013,2,4032240.0,,3975820.0,3975820.0,3975820.0
GROCERY I,2013-03,4679847.0,0,31,0.0,2013-03-01,2013,3,3919400.0,,4210495.666666667,4210495.666666667,4210495.666666667
GROCERY I,2013-04,4554014.0,0,30,0.0,2013-04-01,2013,4,4679847.0,,4384420.333333333,4296375.25,4296375.25
GROCERY I,2013-05,4806099.0,0,31,0.0,2013-05-01,2013,5,4554014.0,,4679986.666666667,4398320.0,4398320.0
GROCERY I,2013-06,4919672.0,0,30,0.0,2013-06-01,2013,6,4806099.0,,4759928.333333333,4485212.0,4485212.0
GROCERY I,2013-07,4861947.0,0,31,0.0,2013-07-01,2013,7,4919672.0,,4862572.666666667,4623496.5,4539031.285714285
GROCERY I,2013-08,5077610.0,0,31,0.0,2013-08-01,2013,8,4861947.0,,4953076.333333333,4816531.5,4606353.625
GROCERY I,2013-09,4979594.0,0,30,0.0,2013-09-01,2013,9,5077610.0,,4973050.333333333,4866489.333333333,4647824.777777778
GROCERY I,2013-10,5030378.0,0,31,0.0,2013-10-01,2013,10,4979594.0,,5029194.0,4945883.333333333,4686080.1
GROCERY I,2013-11,5027322.0,0,30,0.0,2013-11-01,2013,11,5030378.0,,5012431.333333333,4982753.833333333,4717102.090909091
GROCERY I,2013-12,6451806.0,0,31,0.0,2013-12-01,2013,12,5027322.0,,5503168.666666667,5238109.5,4861660.75
GROCERY I,2014-01,4938275.537,0,31,0.0,2014-01-01,2014,1,6451806.0,4032240.0,5472467.8456666665,5250830.922833334,4937163.711416666
GROCERY I,2014-02,4690177.0,0,28,0.0,2014-02-01,2014,2,4938275.537,3919400.0,5360086.1790000005,5186258.756166667,5001395.128083333
GROCERY I,2014-03,5546845.709,0,31,0.0,2014-03-01,2014,3,4690177.0,4679847.0,5058432.748666666,5280800.707666666,5073645.0205
GROCERY I,2014-04,5056145.344,417,30,13.9,2014-04-01,2014,4,5546845.709,4554014.0,5097722.684333333,5285095.265,5115489.299166666
GROCERY I,2014-05,5316352.218,1771,31,57.12903225806452,2014-05-01,2014,5,5056145.344,4806099.0,5306447.756999999,5333266.967999999,5158010.400666666
GROCERY I,2014-06,5263411.717,3624,30,120.8,2014-06-01,2014,6,5316352.218,4919672.0,5211969.759666666,5135201.254166666,5186655.377083333
GROCERY I,2014-07,5286220.824,6232,31,201.03225806451613,2014-07-01,2014,7,5263411.717,4861947.0,5288661.5863333335,5193192.135333333,5222011.529083333
GROCERY I,2014-08,5503241.316,7375,31,237.90322580645162,2014-08-01,2014,8,5286220.824,5077610.0,5350957.952333334,5328702.854666666,5257480.805416667
